Position,Velocity,Angle,Angular Velocity,Reward,Done,Episode,Step
0.00234991539694298,0.18433279027444915,-0.04105686158044567,-0.35466910018909803,1.0,0,1,0
0.006036571202431963,0.3800137363237088,-0.048150243584227634,-0.660010490882438,1.0,0,1,1
0.013636845928906138,0.5757715270813968,-0.06135045340187639,-0.9674575545793709,1.0,0,1,2
0.02515227647053407,0.771661259213674,-0.0806996044934638,-1.2787650679555291,1.0,0,1,3
0.04058550165480755,0.5776552822879999,-0.10627490585257439,-1.012403115765871,1.0,0,1,4
0.05213860730056755,0.3840993042083093,-0.12652296816789182,-0.7548932141112324,1.0,0,1,5
0.059820593384733736,0.5807172458412716,-0.14162083245011647,-1.0845612579274406,1.0,0,1,6
0.07143493830155917,0.7773945112390692,-0.1633120576086653,-1.4181210941745923,1.0,0,1,7
0.08698282852634055,0.9741176658726356,-0.19167447949215716,-1.7570800888918912,1.0,0,1,8
0.10646518184379326,1.1708255228495783,-0.22681608126999497,-2.102746169992831,1.0,1,1,9
0.031136667150145465,-0.15710246941839734,0.016190364793152577,0.34051048195058686,1.0,0,2,0
0.02799461776177752,-0.35245099574855715,0.023000574432164314,0.6382546268572555,1.0,0,2,1
0.020945597846806375,-0.5478859883473142,0.035765666969309426,0.938091149138524,1.0,0,2,2
0.009987878079860091,-0.7434714354003737,0.054527489952079906,1.2417945619868243,1.0,0,2,3
-0.004881550628147385,-0.5490901928585954,0.07936338119181639,0.9666791875601097,1.0,0,2,4
-0.015863354485319295,-0.7451830964155427,0.09869696494301859,1.2832010517921306,1.0,0,2,5
-0.03076701641363015,-0.9414136262630807,0.12436098597886121,1.6050842066149815,1.0,0,2,6
-0.049595288938891764,-1.1377679348761465,0.15646267011116083,1.9338090022284145,1.0,0,2,7
-0.07235064763641469,-1.334179870561987,0.19513885015572913,2.2706406200646096,1.0,0,2,8
-0.09903424504765443,-1.5305144159334487,0.24055166255702132,2.616560425138956,1.0,1,2,9
0.014040660122816457,-0.1658963981236139,0.014568001551502893,0.28574340705829426,1.0,0,3,0
0.010722732160344178,-0.3612230528609845,0.02028286969266878,0.582985140533732,1.0,0,3,1
0.003498271103124488,-0.5566232042252581,0.03194257250334342,0.8819878345209134,1.0,0,3,2
-0.007634192981380675,-0.7521641153441885,0.04958232919376169,1.184539096425501,1.0,0,3,3
-0.022677475288264446,-0.5577191852654466,0.07327311112227171,0.9078013792337831,1.0,0,3,4
-0.03383185899357338,-0.36366156050632376,0.09142913870694737,0.6390190298984298,1.0,0,3,5
-0.04110509020369986,-0.1699253384612367,0.10420951930491597,0.3764712061116724,1.0,0,3,6
-0.044503596972924594,-0.36636110191030147,0.11173894342714942,0.7001085613916025,1.0,0,3,7
-0.051830819011130624,-0.5628401719676858,0.12574111465498147,1.0257721427673625,1.0,0,3,8
-0.06308762245048434,-0.7593915554504965,0.14625655751032873,1.3551421064011862,1.0,0,3,9
-0.07827545355949427,-0.9560145873379238,0.17335939963835245,1.6897740955248675,1.0,0,3,10
-0.09739574530625274,-0.7632684643890875,0.2071548815488498,1.4557013145769973,1.0,0,3,11
-0.11266111459403448,-0.9602421427127688,0.23626890784038976,1.8053137757086681,1.0,1,3,12
0.03634833420522056,0.22315682551329008,-0.04099076563324674,-0.33677261155771215,1.0,0,4,0
0.04081147071548636,0.4188374072734956,-0.04772621786440098,-0.6420948360798622,1.0,0,4,1
0.04918821886095627,0.6145909927300427,-0.06056811458599823,-0.9494170451423285,1.0,0,4,2
0.06148003871555713,0.810473709159383,-0.0795564554888448,-1.260498478414256,1.0,0,4,3
0.07768951289874479,0.6164543787899317,-0.10476642505712992,-0.9937549245629904,1.0,0,4,4
0.09001860047454342,0.812809988258703,-0.12464152354838973,-1.317418430717365,1.0,0,4,5
0.10627480023971748,0.6194652660714804,-0.15098989216273703,-1.0662010134876143,1.0,0,4,6
0.11866410556114709,0.8162273102676884,-0.1723139124324893,-1.4022086882406692,1.0,0,4,7
0.13498865176650085,1.0130196280165067,-0.2003580861973027,-1.7434355776373516,1.0,0,4,8
0.15524904432683098,0.8206621347703429,-0.23522679775004973,-1.5191833555694305,1.0,1,4,9
-0.03573420308981854,-0.17761676549553623,-0.015655008256902355,0.31150801890933294,1.0,0,5,0
-0.039286538399729266,0.017724680064704207,-0.009424847878715696,0.013929371011167646,1.0,0,5,1
-0.038932044798435185,0.21298051856130187,-0.009146260458492343,-0.28171224298061653,1.0,0,5,2
-0.034672434427209145,0.01799021614488902,-0.014780505318104674,0.008072013844488302,1.0,0,5,3
-0.03431263010431136,-0.17691667742527084,-0.014619065041214907,0.2960551094289388,1.0,0,5,4
-0.03785096365281678,0.018410598388051702,-0.008697962852636132,-0.0012023483008179459,1.0,0,5,5
-0.03748275168505575,0.213656204026199,-0.00872200981865249,-0.2966168472477284,1.0,0,5,6
-0.03320962760453177,0.40890139986107676,-0.014654346763607058,-0.5920377397128095,1.0,0,5,7
-0.025031599607310235,0.6042254057690539,-0.02649510155786325,-0.889300513528992,1.0,0,5,8
-0.012947091491929156,0.409472816097994,-0.04428111182844309,-0.6050628073854307,1.0,0,5,9
-0.004757635169969276,0.6051851212855874,-0.056382367976151704,-0.9113578879662261,1.0,0,5,10
0.007346067255742474,0.801022797184664,-0.07460952573547622,-1.2212152386372028,1.0,0,5,11
0.023366523199435753,0.9970226513348024,-0.09903383050822027,-1.5363119680836816,1.0,0,5,12
0.043306976226131805,0.8032226743558968,-0.1297600698698939,-1.2761047629427194,1.0,0,5,13
0.05937142971324974,0.9997384241634751,-0.1552821651287483,-1.606442709045066,1.0,0,5,14
0.07936619819651924,1.1963182818224318,-0.1874110193096496,-1.9432343112560577,1.0,0,5,15
0.10329256383296788,1.003624632354745,-0.22627570553477075,-1.714031833172847,1.0,1,5,16
0.027220621429322713,-0.15253299957857058,0.019433992708440734,0.33380226730214935,1.0,0,6,0
0.0241699614377513,-0.34792608102555067,0.02611003805448372,0.6325497783709816,1.0,0,6,1
0.017211439817240288,-0.5434023783503805,0.038761033621903355,0.9333397619075695,1.0,0,6,2
0.006343392250232676,-0.7390252344243873,0.05742782886005475,1.2379465337515234,1.0,0,6,3
-0.00843711243825507,-0.9348359601655396,0.08218675953508522,1.5480529270464076,1.0,0,6,4
-0.02713383164156586,-1.130842694248221,0.11314781807601337,1.865206331772727,1.0,0,6,5
-0.04975068552653028,-1.3270073387766415,0.15045194471146792,2.190766293444034,1.0,0,6,6
-0.07629083230206311,-1.5232302016614483,0.1942672705803486,2.525841808709809,1.0,0,6,7
-0.10675543633529208,-1.7193323316711782,0.24478410675454476,2.871217807423176,1.0,1,6,8
-0.008815401479303113,0.22047889680637411,-0.011387412087542593,-0.30462492085682075,1.0,0,7,0
-0.004405823543175631,0.4157612623338779,-0.017479910504679008,-0.6008773039918714,1.0,0,7,1
0.003909401703501927,0.6111233257625446,-0.029497456584516437,-0.8990144630021117,1.0,0,7,2
0.01613186821875282,0.8066323689009605,-0.047477745844558675,-1.2008214473241645,1.0,0,7,3
0.03226451559677203,1.002335176656427,-0.07149417479104196,-1.5079980793175103,1.0,0,7,4
0.05231121912990057,0.808149087886926,-0.10165413637739217,-1.2384644392630657,1.0,0,7,5
0.06847420088763909,1.0044191416219272,-0.12642342516265348,-1.5611845731726623,1.0,0,7,6
0.08856258372007764,1.2008066663687793,-0.15764711662610673,-1.8904844212291687,1.0,0,7,7
0.11257871704745323,1.0077091732264378,-0.1954568050506901,-1.6505864780059945,1.0,0,7,8
0.132732900511982,1.2045040475987405,-0.22846853461081,-1.99725715930551,1.0,1,7,9
-0.021626919732626315,-0.22907080142686875,-0.022960771440966473,0.2580393509439821,1.0,0,8,0
-0.02620833576116369,-0.033628704204003046,-0.01779998442208683,-0.04179639459771367,1.0,0,8,1
-0.02688090984524375,0.1617439116693646,-0.018635912314041103,-0.3400418123974598,1.0,0,8,2
-0.02364603161185646,0.3571260006313225,-0.0254367485619903,-0.638542696657871,1.0,0,8,3
-0.01650351159923001,0.5525932251576513,-0.03820760249514772,-0.9391262816071544,1.0,0,8,4
-0.005451647096076985,0.7482088438279698,-0.05699012812729081,-1.2435658651376822,1.0,0,8,5
0.009512529780482412,0.9440139291152029,-0.08186144543004445,-1.553542688759144,1.0,0,8,6
0.028392808362786473,1.1400162241796963,-0.11293229920522732,-1.8706019729209693,1.0,0,8,7
0.0511931328463804,1.3361770641540711,-0.15034433866364671,-2.1961004592263644,1.0,0,8,8
0.07791667412946182,1.5323959960923252,-0.194266347848174,-2.531143611028395,1.0,0,8,9
0.10856459405130833,1.3393104315870523,-0.24488922006874192,-2.3037190402460013,1.0,1,8,10
-0.01945930909686912,-0.1949063970531534,0.020140207260342297,0.2704127573523008,1.0,0,9,0
-0.02335743703793219,-0.3903098747108362,0.02554846240738831,0.5693793506549206,1.0,0,9,1
-0.031163634532148914,-0.5857806554063503,0.03693604942048673,0.8700002664066379,1.0,0,9,2
-0.04287924764027592,-0.7813850558531255,0.05433605474861948,1.1740634762105193,1.0,0,9,3
-0.05850694875733843,-0.9771694436357908,0.07781732427282986,1.4832735787326867,1.0,0,9,4
-0.07805033763005426,-0.7830779712976608,0.1074827958474836,1.2158726316766995,1.0,0,9,5
-0.09371189705600746,-0.9794094930599015,0.1318002484810176,1.540209587648256,1.0,0,9,6
-0.1133000869172055,-0.7860960772871416,0.1626044402339827,1.2913915828619476,1.0,0,9,7
-0.12902200846294834,-0.9828683876082681,0.18843227189122166,1.6302519316020714,1.0,0,9,8
-0.1486793762151137,-1.179638321027713,0.2210373105232631,1.97525415608604,1.0,1,9,9
0.03053174190131329,-0.16069653076185303,-0.031942243120335535,0.2981958133157082,1.0,0,10,0
0.02731781128607623,-0.3553489384422853,-0.02597832685402137,0.5806360610002804,1.0,0,10,1
0.020210832517230524,-0.15987278194320603,-0.014365605634015762,0.2798839928888676,1.0,0,10,2
0.017013376878366404,0.03545111765010883,-0.00876792577623841,-0.017294967975141073,1.0,0,10,3
